Disease,Symptoms,Precautions
Typhoid,"Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Headache.",Stay hydrated; Follow prescribed medication; Consult healthcare provider; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.
Typhoid,"Weakness and fatigue.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Rash.",A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Follow prescribed medication
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Weakness and fatigue.; Stomach pain.; Diarrhea or constipation.",Maintain good hygiene; Consult healthcare provider; Stay hydrated
Typhoid,"Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Diarrhea or constipation.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Rash.; Muscle aches.",Stay hydrated; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.
Typhoid,Stomach pain.; Chills.; Headache.; Weakness and fatigue.,A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Regular health checkups
Typhoid,"Muscle aches.; Weakness and fatigue.; Chills.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Headache.",Follow prescribed medication; Regular health checkups
Typhoid,Rash.; Weakness and fatigue.,One is given as a single shot at least one week before travel.; Consult healthcare provider; Maintain good hygiene
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Headache.","Maintain good hygiene; One is given orally in four capsules, with one capsule to be taken every other day.; Stay hydrated; Follow prescribed medication"
Typhoid,Stomach pain.; Rash.,Consult healthcare provider; Maintain good hygiene; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Follow prescribed medication
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Diarrhea or constipation.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Chills.; Muscle aches.","A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; One is given orally in four capsules, with one capsule to be taken every other day.; Stay hydrated; One is given as a single shot at least one week before travel."
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Weakness and fatigue.","Stay hydrated; One is given orally in four capsules, with one capsule to be taken every other day.; Maintain good hygiene"
Typhoid,"Weakness and fatigue.; Headache.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.",Regular health checkups; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Follow prescribed medication
Typhoid,Muscle aches.; Weakness and fatigue.,"Rest adequately; One is given orally in four capsules, with one capsule to be taken every other day.; Maintain good hygiene; Consult healthcare provider"
Typhoid,Muscle aches.; Diarrhea or constipation.; Chills.,"Stay hydrated; Regular health checkups; One is given orally in four capsules, with one capsule to be taken every other day."
Typhoid,Headache.; Weakness and fatigue.,"Follow prescribed medication; Maintain good hygiene; One is given orally in four capsules, with one capsule to be taken every other day.; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick."
Typhoid,"Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.",Consult healthcare provider; Rest adequately
Typhoid,"Rash.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Weakness and fatigue.; Diarrhea or constipation.",Follow prescribed medication; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Rest adequately; Regular health checkups
Typhoid,Diarrhea or constipation.; Weakness and fatigue.; Stomach pain.; Chills.,Consult healthcare provider; One is given as a single shot at least one week before travel.
Typhoid,Diarrhea or constipation.; Weakness and fatigue.; Stomach pain.; Headache.,Maintain good hygiene; One is given as a single shot at least one week before travel.; Regular health checkups; Rest adequately
Typhoid,Muscle aches.; Headache.; Stomach pain.,Maintain good hygiene; One is given as a single shot at least one week before travel.; Follow prescribed medication
Typhoid,"Muscle aches.; Stomach pain.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).",Maintain good hygiene; Follow prescribed medication; Stay hydrated; Consult healthcare provider
