Disease,Symptoms,Precautions
Malaria,High fever with chills; Sweating and shaking; Severe headache; Muscle and joint pain; Fatigue and weakness; Nausea and vomiting,"Apply repellent to clothing. Sprays containing permethrin are safe to apply to clothing.; Cover your skin. Wear pants and long-sleeved shirts. Tuck in your shirt, and tuck pant legs into socks.; Apply insect repellent to skin. Use an insect repellent registered with the Environmental Protection Agency on any exposed skin. These include repellents that contain DEET, picaridin, IR3535, oil of lemon eucalyptus (OLE), para-menthane-3,8-diol (PMD) or 2-undecanone. Do not use a spray directly on your face. Do not use products with oil of lemon eucalyptus (OLE) or p-Menthane-3,8-diol (PMD) on children under age 3."
Malaria,Nausea and vomiting; Headache; Chills,"Most people who live in areas where malaria is common have developed some immunity to the disease. Visitors will not have immunity and should take preventive medicines.; Apply repellent to clothing. Sprays containing permethrin are safe to apply to clothing.; Sleep under a net. Bed nets, particularly those treated with insecticides, such as permethrin, help prevent mosquito bites while you are sleeping.; Cover your skin. Wear pants and long-sleeved shirts. Tuck in your shirt, and tuck pant legs into socks."
Malaria,Chills; Fever,"Cover your skin. Wear pants and long-sleeved shirts. Tuck in your shirt, and tuck pant legs into socks.; Apply repellent to clothing. Sprays containing permethrin are safe to apply to clothing.; Most people who live in areas where malaria is common have developed some immunity to the disease. Visitors will not have immunity and should take preventive medicines.; Apply insect repellent to skin. Use an insect repellent registered with the Environmental Protection Agency on any exposed skin. These include repellents that contain DEET, picaridin, IR3535, oil of lemon eucalyptus (OLE), para-menthane-3,8-diol (PMD) or 2-undecanone. Do not use a spray directly on your face. Do not use products with oil of lemon eucalyptus (OLE) or p-Menthane-3,8-diol (PMD) on children under age 3."
Malaria,Chills,"Cover your skin. Wear pants and long-sleeved shirts. Tuck in your shirt, and tuck pant legs into socks.; Apply repellent to clothing. Sprays containing permethrin are safe to apply to clothing.; Most people who live in areas where malaria is common have developed some immunity to the disease. Visitors will not have immunity and should take preventive medicines."
Malaria,High fever with chills; Sweating and shaking; Severe headache; Muscle and joint pain; Fatigue and weakness; Nausea and vomiting,"Apply insect repellent to skin. Use an insect repellent registered with the Environmental Protection Agency on any exposed skin. These include repellents that contain DEET, picaridin, IR3535, oil of lemon eucalyptus (OLE), para-menthane-3,8-diol (PMD) or 2-undecanone. Do not use a spray directly on your face. Do not use products with oil of lemon eucalyptus (OLE) or p-Menthane-3,8-diol (PMD) on children under age 3.; Sleep under a net. Bed nets, particularly those treated with insecticides, such as permethrin, help prevent mosquito bites while you are sleeping.; Apply repellent to clothing. Sprays containing permethrin are safe to apply to clothing."
Malaria,High fever with chills; Sweating and shaking; Severe headache; Muscle and joint pain; Fatigue and weakness; Nausea and vomiting,"Apply repellent to clothing. Sprays containing permethrin are safe to apply to clothing.; Most people who live in areas where malaria is common have developed some immunity to the disease. Visitors will not have immunity and should take preventive medicines.; Apply insect repellent to skin. Use an insect repellent registered with the Environmental Protection Agency on any exposed skin. These include repellents that contain DEET, picaridin, IR3535, oil of lemon eucalyptus (OLE), para-menthane-3,8-diol (PMD) or 2-undecanone. Do not use a spray directly on your face. Do not use products with oil of lemon eucalyptus (OLE) or p-Menthane-3,8-diol (PMD) on children under age 3."
Malaria,High fever with chills; Sweating and shaking; Severe headache; Muscle and joint pain; Fatigue and weakness; Nausea and vomiting,"Cover your skin. Wear pants and long-sleeved shirts. Tuck in your shirt, and tuck pant legs into socks.; Apply insect repellent to skin. Use an insect repellent registered with the Environmental Protection Agency on any exposed skin. These include repellents that contain DEET, picaridin, IR3535, oil of lemon eucalyptus (OLE), para-menthane-3,8-diol (PMD) or 2-undecanone. Do not use a spray directly on your face. Do not use products with oil of lemon eucalyptus (OLE) or p-Menthane-3,8-diol (PMD) on children under age 3.; Most people who live in areas where malaria is common have developed some immunity to the disease. Visitors will not have immunity and should take preventive medicines."
Malaria,Nausea and vomiting,Apply repellent to clothing. Sprays containing permethrin are safe to apply to clothing.; Most people who live in areas where malaria is common have developed some immunity to the disease. Visitors will not have immunity and should take preventive medicines.
Malaria,Nausea and vomiting,"Apply repellent to clothing. Sprays containing permethrin are safe to apply to clothing.; Apply insect repellent to skin. Use an insect repellent registered with the Environmental Protection Agency on any exposed skin. These include repellents that contain DEET, picaridin, IR3535, oil of lemon eucalyptus (OLE), para-menthane-3,8-diol (PMD) or 2-undecanone. Do not use a spray directly on your face. Do not use products with oil of lemon eucalyptus (OLE) or p-Menthane-3,8-diol (PMD) on children under age 3."
Malaria,High fever with chills; Sweating and shaking; Severe headache; Muscle and joint pain; Fatigue and weakness; Nausea and vomiting,"Most people who live in areas where malaria is common have developed some immunity to the disease. Visitors will not have immunity and should take preventive medicines.; Sleep under a net. Bed nets, particularly those treated with insecticides, such as permethrin, help prevent mosquito bites while you are sleeping.; Apply repellent to clothing. Sprays containing permethrin are safe to apply to clothing.; Cover your skin. Wear pants and long-sleeved shirts. Tuck in your shirt, and tuck pant legs into socks."
Malaria,Chills; Fever; Nausea and vomiting,"Apply repellent to clothing. Sprays containing permethrin are safe to apply to clothing.; Apply insect repellent to skin. Use an insect repellent registered with the Environmental Protection Agency on any exposed skin. These include repellents that contain DEET, picaridin, IR3535, oil of lemon eucalyptus (OLE), para-menthane-3,8-diol (PMD) or 2-undecanone. Do not use a spray directly on your face. Do not use products with oil of lemon eucalyptus (OLE) or p-Menthane-3,8-diol (PMD) on children under age 3.; Most people who live in areas where malaria is common have developed some immunity to the disease. Visitors will not have immunity and should take preventive medicines."
Malaria,Fever; Fatigue,"Apply insect repellent to skin. Use an insect repellent registered with the Environmental Protection Agency on any exposed skin. These include repellents that contain DEET, picaridin, IR3535, oil of lemon eucalyptus (OLE), para-menthane-3,8-diol (PMD) or 2-undecanone. Do not use a spray directly on your face. Do not use products with oil of lemon eucalyptus (OLE) or p-Menthane-3,8-diol (PMD) on children under age 3.; Sleep under a net. Bed nets, particularly those treated with insecticides, such as permethrin, help prevent mosquito bites while you are sleeping.; Apply repellent to clothing. Sprays containing permethrin are safe to apply to clothing."
Malaria,Chills,"Sleep under a net. Bed nets, particularly those treated with insecticides, such as permethrin, help prevent mosquito bites while you are sleeping.; Most people who live in areas where malaria is common have developed some immunity to the disease. Visitors will not have immunity and should take preventive medicines."
Malaria,Fatigue; Nausea and vomiting,"Sleep under a net. Bed nets, particularly those treated with insecticides, such as permethrin, help prevent mosquito bites while you are sleeping.; Apply repellent to clothing. Sprays containing permethrin are safe to apply to clothing.; Cover your skin. Wear pants and long-sleeved shirts. Tuck in your shirt, and tuck pant legs into socks."
Malaria,Fever; Chills,"Apply insect repellent to skin. Use an insect repellent registered with the Environmental Protection Agency on any exposed skin. These include repellents that contain DEET, picaridin, IR3535, oil of lemon eucalyptus (OLE), para-menthane-3,8-diol (PMD) or 2-undecanone. Do not use a spray directly on your face. Do not use products with oil of lemon eucalyptus (OLE) or p-Menthane-3,8-diol (PMD) on children under age 3.; Cover your skin. Wear pants and long-sleeved shirts. Tuck in your shirt, and tuck pant legs into socks.; Most people who live in areas where malaria is common have developed some immunity to the disease. Visitors will not have immunity and should take preventive medicines.; Sleep under a net. Bed nets, particularly those treated with insecticides, such as permethrin, help prevent mosquito bites while you are sleeping."
